Time(s),Temp(K),Field(Oe),Helmholtz_Current(A),Helmholtz_Field(G),Hall_Voltage(V),Hall_Voltage_Error(V),Hall_Field(G),Hall_Field_Error(G),Channel,LockIn_X(V),LockIn_X_Error(V),LockIn_Y(V),LockIn_Y_Error(V),LockIn_R(V),LockIn_R_Error(V),LockIn_Theta(deg),LockIn_Theta_Error(deg),LockIn_Average_Count,Frequency(Hz),Sensitivity(V),Resistor(Ohm),Output_Voltage(V),Output_Current(A),Time_Constant(s),Sample_Resistance(Ohm),Sample_Resistance_Error(Ohm),IV_Point,IV_Source_Current(mA),IV_Source_Voltage(V),IV_Measured_Voltage(V),IV_Measured_Current(mA),Measurement_Type,Notes
38.03877401351929,2.000002861022949,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,497320277.2890876,0.0,nan,1e-05,nan,4.973202772890876,nan,Resistance,
39.32306218147278,2.000002861022949,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,149807502.73965323,0.0,nan,1e-05,nan,1.4980750273965322,nan,Resistance,
40.60755276679993,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,201100950.45983592,0.0,nan,1e-05,nan,2.011009504598359,nan,Resistance,
41.903990030288696,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-98499878.13743061,0.0,nan,1e-05,nan,-0.9849987813743061,nan,Resistance,
43.16829705238342,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210262400.35176474,0.0,nan,1e-05,nan,2.1026240035176476,nan,Resistance,
44.408658027648926,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-57032923.71767621,0.0,nan,1e-05,nan,-0.5703292371767621,nan,Resistance,
45.72111916542053,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-437342964.88980603,0.0,nan,1e-05,nan,-4.37342964889806,nan,Resistance,
46.961666107177734,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53454766.075924955,0.0,nan,1e-05,nan,0.5345476607592495,nan,Resistance,
48.20448422431946,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,429617642.1994987,0.0,nan,1e-05,nan,4.296176421994987,nan,Resistance,
49.47327971458435,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2555575.312199117,0.0,nan,1e-05,nan,0.02555575312199117,nan,Resistance,
50.71782088279724,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-70579582.9854213,0.0,nan,1e-05,nan,-0.705795829854213,nan,Resistance,
51.955893993377686,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-348745279.47536206,0.0,nan,1e-05,nan,-3.487452794753621,nan,Resistance,
53.19082546234131,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,164990758.3771228,0.0,nan,1e-05,nan,1.649907583771228,nan,Resistance,
54.43229866027832,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57809231.681500115,0.0,nan,1e-05,nan,0.5780923168150012,nan,Resistance,
55.74819254875183,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52693717.73820243,0.0,nan,1e-05,nan,0.5269371773820243,nan,Resistance,
57.05573225021362,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225069437.53277552,0.0,nan,1e-05,nan,2.2506943753277553,nan,Resistance,
58.29180455207825,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,155866032.1427811,0.0,nan,1e-05,nan,1.5586603214278112,nan,Resistance,
59.52532124519348,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-100063617.80409238,0.0,nan,1e-05,nan,-1.0006361780409239,nan,Resistance,
60.760191202163696,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-118153340.80562153,0.0,nan,1e-05,nan,-1.1815334080562154,nan,Resistance,
62.062493085861206,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12819636.73713439,0.0,nan,1e-05,nan,0.1281963673713439,nan,Resistance,
63.33878183364868,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-15225401.414723774,0.0,nan,1e-05,nan,-0.15225401414723774,nan,Resistance,
64.60996174812317,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41430092.03379846,0.0,nan,1e-05,nan,0.41430092033798466,nan,Resistance,
65.87446689605713,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241115112.90902528,0.0,nan,1e-05,nan,2.411151129090253,nan,Resistance,
67.2412211894989,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11769809.406141527,0.0,nan,1e-05,nan,0.11769809406141528,nan,Resistance,
68.52073836326599,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-169378397.71528912,0.0,nan,1e-05,nan,-1.6937839771528913,nan,Resistance,
69.77340078353882,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,380518278.8987482,0.0,nan,1e-05,nan,3.8051827889874823,nan,Resistance,
71.01173686981201,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4079524.2207280556,0.0,nan,1e-05,nan,0.040795242207280556,nan,Resistance,
72.2868344783783,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,169761628.73439494,0.0,nan,1e-05,nan,1.6976162873439493,nan,Resistance,
73.52401995658875,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45465323.51394294,0.0,nan,1e-05,nan,0.4546532351394294,nan,Resistance,
74.76882696151733,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-16976530.35600242,0.0,nan,1e-05,nan,-0.1697653035600242,nan,Resistance,
76.00882077217102,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,152683093.3555024,0.0,nan,1e-05,nan,1.526830933555024,nan,Resistance,
77.26475286483765,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288027287.7221131,0.0,nan,1e-05,nan,2.8802728772211306,nan,Resistance,
78.51337218284607,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96464277.21637166,0.0,nan,1e-05,nan,0.9646427721637166,nan,Resistance,
79.77141761779785,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-252018849.98369995,0.0,nan,1e-05,nan,-2.5201884998369994,nan,Resistance,
81.04170227050781,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,240071384.42579445,0.0,nan,1e-05,nan,2.4007138442579445,nan,Resistance,
82.28074169158936,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-76896180.3628196,0.0,nan,1e-05,nan,-0.768961803628196,nan,Resistance,
83.5891182422638,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-347877314.9715669,0.0,nan,1e-05,nan,-3.478773149715669,nan,Resistance,
84.85323405265808,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-51447680.240899995,0.0,nan,1e-05,nan,-0.514476802409,nan,Resistance,
86.13037753105164,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-335958940.3839341,0.0,nan,1e-05,nan,-3.359589403839341,nan,Resistance,
87.40999460220337,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-27413173.340915654,0.0,nan,1e-05,nan,-0.27413173340915653,nan,Resistance,
88.67844653129578,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-63595676.72074022,0.0,nan,1e-05,nan,-0.6359567672074022,nan,Resistance,
89.96649646759033,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,335655702.4844553,0.0,nan,1e-05,nan,3.356557024844553,nan,Resistance,
91.21467137336731,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-84749583.1829274,0.0,nan,1e-05,nan,-0.847495831829274,nan,Resistance,
92.4733235836029,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-135557297.0942688,0.0,nan,1e-05,nan,-1.355572970942688,nan,Resistance,
93.80300307273865,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,262631176.4065161,0.0,nan,1e-05,nan,2.626311764065161,nan,Resistance,
95.17429661750793,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-33173265.484830916,0.0,nan,1e-05,nan,-0.33173265484830916,nan,Resistance,
96.40599489212036,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,265353334.81052494,0.0,nan,1e-05,nan,2.6535333481052494,nan,Resistance,
97.66002440452576,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-212801764.4577143,0.0,nan,1e-05,nan,-2.128017644577143,nan,Resistance,
98.91014122962952,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-113900908.00110868,0.0,nan,1e-05,nan,-1.1390090800110868,nan,Resistance,
100.15572142601013,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255295699.3698903,0.0,nan,1e-05,nan,2.552956993698903,nan,Resistance,
101.43891382217407,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42561458.8330496,0.0,nan,1e-05,nan,0.42561458833049604,nan,Resistance,
102.73995876312256,1.7999999523162842,0.0,0.0,0.0,nan,nan,nan,nan,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207423690.50226644,0.0,nan,1e-05,nan,2.0742369050226643,nan,Resistance,
